Waktu (WIB),Pertandingan,Kompetisi,Kategori,Tanggal,Link Pertandingan,Short Slug,Slug Match
"20:00","Marko vs Athens Kallithea &nbsp;","Football. Greece. Super League 2","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/422444810_marko_athens_kallithea/","yjtcdc","/marko-vs-athens-kallithea-nbsp"
"20:00","Gyor (W) vs MTK (W) &nbsp;","Football. Hungary. Women. NB I","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/422371929__gyor_w__mtk_w/","5mu4sq","/gyor-w-vs-mtk-w-nbsp"
"20:00","GT4 Germany, Sachsenring &nbsp;","Racing. GT4 Germany","Baseball","12.09.2026","https://livetv.sx/de/eventinfo/418115161_gt4_germany_sachsenring/","i8k5qy","/gt4-germany-sachsenring-nbsp"
"20:00","Austria U17 (W) vs Poland U17 (W) &nbsp;","Football. Women. Friendly Match. National Teams","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/414621101_austria_u17_w_poland_u17_w/","fskdg7","/austria-u17-w-vs-poland-u17-w-nbsp"
"20:00","Al Hilal Omdurman vs Aigle Noir &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511426_al_hilal_omdurman_aigle_noir/","iv9lf1","/al-hilal-omdurman-vs-aigle-noir-nbsp"
"20:00","Orlando Pirates vs La Cure Waves &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511427_orlando_pirates_la_cure_waves/","jp2sd3","/orlando-pirates-vs-la-cure-waves-nbsp"
"20:00","Heegan vs Al vs Merreikh &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511430_heegan_al_merreikh/","o7gg7a","/heegan-vs-al-vs-merreikh-nbsp"
"20:00","Yanga vs Gaborone United &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511434_yanga_gaborone_united/","tjmb0j","/yanga-vs-gaborone-united-nbsp"
"20:00","African Stars vs Mangasport &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511441_african_stars_mangasport/","4e7tmz","/african-stars-vs-mangasport-nbsp"
"20:00","Mazembe vs Medeama &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511442_mazembe_medeama/","58z1k1","/mazembe-vs-medeama-nbsp"
"20:00","Power Dynamos vs Al vs Merreikh &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511444_power_dynamos_al_merreikh/","8wlgg6","/power-dynamos-vs-al-vs-merreikh-nbsp"
"20:00","Nsingizini Hotspurs vs Scottland &nbsp;","Football. CAF Champions League. Qualification","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/399511445_nsingizini_hotspurs_scottland/","9rdoe8","/nsingizini-hotspurs-vs-scottland-nbsp"
"20:00","Shortan vs TerDU &nbsp;","Football. Uzbekistan. Pro League","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/414600491_shortan_terdu/","ppqp92","/shortan-vs-terdu-nbsp"
"20:00","MP Mikkeli vs SJK Akatemia &nbsp;","Football. Finland. Ykkosliiga","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/423121831_mp_mikkeli_sjk_akatemia/","5xmoxg","/mp-mikkeli-vs-sjk-akatemia-nbsp"
"20:00","Jippo vs Klubi 04 &nbsp;","Football. Finland. Ykkosliiga","Baseball","12.09.2026","https://livetv.sx/en/eventinfo/423121832_jippo_klubi_04/","7rfwvj","/jippo-vs-klubi-04-nbsp"
"20:00","Genoa vs Frosinone &nbsp;","Football. Italy. Serie A","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510906_genoa_frosinone/","s7lrd4","/genoa-vs-frosinone-nbsp"
"20:00","Zbrojovka Brno vs Artis Brno &nbsp;","Football. Czech Republic. First League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399512946_zbrojovka_brno_artis_brno/","4ghfq7","/zbrojovka-brno-vs-artis-brno-nbsp"
"20:00","Slovan Liberec vs Mlada vs Boleslav &nbsp;","Football. Czech Republic. First League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399512947_slovan_liberec_mlada_boleslav/","5a9noa","/slovan-liberec-vs-mlada-vs-boleslav-nbsp"
"20:00","Zbrojovka Brno vs Karvina &nbsp;","Football. Czech Republic. First League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399512948_zbrojovka_brno_karvina/","742umc","/zbrojovka-brno-vs-karvina-nbsp"
"20:00","Bohemians vs Slovacko &nbsp;","Football. Czech Republic. First League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399512949_bohemians_slovacko/","8yv2ke","/bohemians-vs-slovacko-nbsp"
"20:00","Suedtirol vs Modena &nbsp;","Football. Italy. Serie B","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510885_suedtirol_modena/","xnw9it","/suedtirol-vs-modena-nbsp"
"20:00","Padova vs Ascoli &nbsp;","Football. Italy. Serie B","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510886_padova_ascoli/","zhohgv","/padova-vs-ascoli-nbsp"
"20:00","Vicenza Virtus vs Juve Stabia &nbsp;","Football. Italy. Serie B","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510887_vicenza_virtus_juve_stabia/","0bhoex","/vicenza-virtus-vs-juve-stabia-nbsp"
"20:00","Polokwane City vs Kaizer Chiefs &nbsp;","Football. South Africa. PSL","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399513142_polokwane_city_kaizer_chiefs/","xaek7m","/polokwane-city-vs-kaizer-chiefs-nbsp"
"20:00","AmaZulu vs Marumo Gallants &nbsp;","Football. South Africa. PSL","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399513143_amazulu_marumo_gallants/","y46s5o","/amazulu-vs-marumo-gallants-nbsp"
"20:00","AIK vs Vasteras &nbsp;","Football. Sweden. Allsvenskan","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399513026_aik_vasteras/","bb4mfa","/aik-vs-vasteras-nbsp"
"20:00","Arsenal Dzerzhinsk vs Baranavichy &nbsp;","Football. Belarus. Vysheyshaya Liga","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399510225_arsenal_dzerzhinsk_baranavichy/","mxucz1","/arsenal-dzerzhinsk-vs-baranavichy-nbsp"
"20:00","Felgueiras vs Penafiel &nbsp;","Football. Portugal. Segunda Liga","Beach Soccer","12.09.2026","https://livetv.sx/pt/eventinfo/399621781_felgueiras_penafiel/","fovnru","/felgueiras-vs-penafiel-nbsp"
"20:00","Esbjerg vs HB Koege &nbsp;","Football. Denmark. 1 Division","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399510616_esbjerg_hb_koege/","7swfys","/esbjerg-vs-hb-koege-nbsp"
"20:00","Poland vs Israel &nbsp;","Volleyball. European Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399512876_poland_israel/","bxsdhs","/poland-vs-israel-nbsp"
"20:00","Elimai vs Zhetysu &nbsp;","Football. Kazakhstan. Premier League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399510983_elimai_zhetysu/","ukuc80","/elimai-vs-zhetysu-nbsp"
"20:00","Belgian International &nbsp;","Badminton. International Challenge","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/422179142_belgian_international/","m3749z","/belgian-international-nbsp"
"20:00","Lokomotiv vs 1945 Academy vs Reshetilovka 3 &nbsp;","Volleyball. Ukraine. Cup","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/419411649_lokomotiv_1945_academy_reshetilovka_3/","61cbde","/lokomotiv-vs-1945-academy-vs-reshetilovka-3-nbsp"
"20:00","Slonim vs Molodechno &nbsp;","Football. Belarus. First League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/422521705_slonim_molodechno/","tt0o7y","/slonim-vs-molodechno-nbsp"
"20:00","Tour of Switzerland &nbsp;","Basketball. 3x3","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/422514027_tour_of_switzerland/","opxpw4","/tour-of-switzerland-nbsp"
"20:00","Malmoe (W) vs Eskilstuna Utd (W) &nbsp;","Football. Sweden. Women. Damallsvenskan","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/423121833__malmoe_w__eskilstuna_utd_w/","8l84tl","/malmoe-w-vs-eskilstuna-utd-w-nbsp"
"20:00","Rosengard (W) vs Uppsala (W) &nbsp;","Football. Sweden. Women. Damallsvenskan","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/423121834__rosengard_w__uppsala_w/","9f0brn","/rosengard-w-vs-uppsala-w-nbsp"
"20:00","Italy U20 (W) vs Japan U20 (W) &nbsp;","Football. Women. World Cup U-20","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/409894241_italy_u20_w_japan_u20_w/","zzhy8w","/italy-u20-w-vs-japan-u20-w-nbsp"
"20:00","New Zealand U20 (W) vs USA U20 (W) &nbsp;","Football. Women. World Cup U-20","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/409894242_new_zealand_u20_w_usa_u20_w/","0t966z","/new-zealand-u20-w-vs-usa-u20-w-nbsp"
"20:00","Goztepe vs Kipas Istiklal &nbsp;","Basketball. Turkey. TBL","Beach Soccer","12.09.2026","https://livetv.sx/tr/eventinfo/422521308_goztepe_kipas_istiklal/","zy6bju","/goztepe-vs-kipas-istiklal-nbsp"
"20:00","iLab vs Final Spor &nbsp;","Basketball. Turkey. TBL","Beach Soccer","12.09.2026","https://livetv.sx/tr/eventinfo/422521309_ilab_final_spor/","0szihw","/ilab-vs-final-spor-nbsp"
"20:00","Kecioren Baglum vs Gaziantep BB &nbsp;","Basketball. Turkey. TBL","Beach Soccer","12.09.2026","https://livetv.sx/tr/eventinfo/422521310_kecioren_baglum_gaziantep_bb/","2mrqfy","/kecioren-baglum-vs-gaziantep-bb-nbsp"
"20:00","Astana vs Kaspiy &nbsp;","Futsal. Kazakhstan. Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414597018_astana_kaspiy/","8luxxb","/astana-vs-kaspiy-nbsp"
"20:00","Atyrau vs Tulpar &nbsp;","Futsal. Kazakhstan. Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414597019_atyrau_tulpar/","afn5vd","/atyrau-vs-tulpar-nbsp"
"20:00","Ayat vs Bayterek &nbsp;","Futsal. Kazakhstan. Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414597020_ayat_bayterek/","b9gdtg","/ayat-vs-bayterek-nbsp"
"20:00","Kairat vs Elorda &nbsp;","Futsal. Kazakhstan. Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414597021_kairat_elorda/","c38lri","/kairat-vs-elorda-nbsp"
"20:00","Aktobe vs Shymkent &nbsp;","Futsal. Kazakhstan. Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414597022_aktobe_shymkent/","ex1spk","/aktobe-vs-shymkent-nbsp"
"20:00","Semey vs Oqschetpes &nbsp;","Futsal. Kazakhstan. Championship","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414597023_semey_oqschetpes/","fru0nn","/semey-vs-oqschetpes-nbsp"
"20:00","Lekrings vs Ulbroka &nbsp;","Floorball. Latvia. Elite League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/418067004_lekrings_ulbroka/","gb977s","/lekrings-vs-ulbroka-nbsp"
"20:00","Vado vs Campobasso &nbsp;","Football. Italy. Serie C. Group B","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510942_vado_campobasso/","7a8ige","/vado-vs-campobasso-nbsp"
"20:00","Atalanta U vs 23 vs Pescara &nbsp;","Football. Italy. Serie C. Group B","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510943__atalanta_u_23_pescara/","941qeh","/atalanta-u-vs-23-vs-pescara-nbsp"
"20:00","Savoia vs Crotone &nbsp;","Football. Italy. Serie C. Group C","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510964_savoia_crotone/","3oq89s","/savoia-vs-crotone-nbsp"
"20:00","Inter U vs 23 vs Casertana &nbsp;","Football. Italy. Serie C. Group C","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510965__inter_u_23_casertana/","4ijg7v","/inter-u-vs-23-vs-casertana-nbsp"
"20:00","Cosenza vs Cavese &nbsp;","Football. Italy. Serie C. Group C","Beach Soccer","12.09.2026","https://livetv.sx/it/eventinfo/399510966_cosenza_cavese/","6cbo5x","/cosenza-vs-cavese-nbsp"
"20:00","Assat U vs 20 vs HPK U vs 20 &nbsp;","Ice Hockey. Finland. Junior SM-Liiga U20","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/421866065__assat_u_20__hpk_u_20/","31drfr","/assat-u-vs-20-vs-hpk-u-vs-20-nbsp"
"20:00","KalPa U vs 20 vs Lukko U vs 20 &nbsp;","Ice Hockey. Finland. Junior SM-Liiga U20","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/421866066__kalpa_u_20__lukko_u_20/","4v6zdt","/kalpa-u-vs-20-vs-lukko-u-vs-20-nbsp"
"20:00","Marko vs Athens Kallithea &nbsp;","Football. Greece. Super League 2","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/422444810_marko_athens_kallithea/","yjtcdc","/marko-vs-athens-kallithea-nbsp"
"20:00","Gyor (W) vs MTK (W) &nbsp;","Football. Hungary. Women. NB I","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/422371929__gyor_w__mtk_w/","5mu4sq","/gyor-w-vs-mtk-w-nbsp"
"20:00","GT4 Germany, Sachsenring &nbsp;","Racing. GT4 Germany","Beach Soccer","12.09.2026","https://livetv.sx/de/eventinfo/418115161_gt4_germany_sachsenring/","i8k5qy","/gt4-germany-sachsenring-nbsp"
"20:00","Austria U17 (W) vs Poland U17 (W) &nbsp;","Football. Women. Friendly Match. National Teams","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414621101_austria_u17_w_poland_u17_w/","fskdg7","/austria-u17-w-vs-poland-u17-w-nbsp"
"20:00","Al Hilal Omdurman vs Aigle Noir &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511426_al_hilal_omdurman_aigle_noir/","iv9lf1","/al-hilal-omdurman-vs-aigle-noir-nbsp"
"20:00","Orlando Pirates vs La Cure Waves &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511427_orlando_pirates_la_cure_waves/","jp2sd3","/orlando-pirates-vs-la-cure-waves-nbsp"
"20:00","Heegan vs Al vs Merreikh &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511430_heegan_al_merreikh/","o7gg7a","/heegan-vs-al-vs-merreikh-nbsp"
"20:00","Yanga vs Gaborone United &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511434_yanga_gaborone_united/","tjmb0j","/yanga-vs-gaborone-united-nbsp"
"20:00","African Stars vs Mangasport &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511441_african_stars_mangasport/","4e7tmz","/african-stars-vs-mangasport-nbsp"
"20:00","Mazembe vs Medeama &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511442_mazembe_medeama/","58z1k1","/mazembe-vs-medeama-nbsp"
"20:00","Power Dynamos vs Al vs Merreikh &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511444_power_dynamos_al_merreikh/","8wlgg6","/power-dynamos-vs-al-vs-merreikh-nbsp"
"20:00","Nsingizini Hotspurs vs Scottland &nbsp;","Football. CAF Champions League. Qualification","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/399511445_nsingizini_hotspurs_scottland/","9rdoe8","/nsingizini-hotspurs-vs-scottland-nbsp"
"20:00","Shortan vs TerDU &nbsp;","Football. Uzbekistan. Pro League","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/414600491_shortan_terdu/","ppqp92","/shortan-vs-terdu-nbsp"
"20:00","MP Mikkeli vs SJK Akatemia &nbsp;","Football. Finland. Ykkosliiga","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/423121831_mp_mikkeli_sjk_akatemia/","5xmoxg","/mp-mikkeli-vs-sjk-akatemia-nbsp"
"20:00","Jippo vs Klubi 04 &nbsp;","Football. Finland. Ykkosliiga","Beach Soccer","12.09.2026","https://livetv.sx/en/eventinfo/423121832_jippo_klubi_04/","7rfwvj","/jippo-vs-klubi-04-nbsp"
"20:00","Genoa vs Frosinone &nbsp;","Football. Italy. Serie A","Other","12.09.2026","https://livetv.sx/it/eventinfo/399510906_genoa_frosinone/","s7lrd4","/genoa-vs-frosinone-nbsp"
"20:00","Zbrojovka Brno vs Artis Brno &nbsp;","Football. Czech Republic. First League","Other","12.09.2026","https://livetv.sx/en/eventinfo/399512946_zbrojovka_brno_artis_brno/","4ghfq7","/zbrojovka-brno-vs-artis-brno-nbsp"
"20:00","Slovan Liberec vs Mlada vs Boleslav &nbsp;","Football. Czech Republic. First League","Other","12.09.2026","https://livetv.sx/en/eventinfo/399512947_slovan_liberec_mlada_boleslav/","5a9noa","/slovan-liberec-vs-mlada-vs-boleslav-nbsp"
"20:00","Zbrojovka Brno vs Karvina &nbsp;","Football. Czech Republic. First League","Other","12.09.2026","https://livetv.sx/en/eventinfo/399512948_zbrojovka_brno_karvina/","742umc","/zbrojovka-brno-vs-karvina-nbsp"
"20:00","Bohemians vs Slovacko &nbsp;","Football. Czech Republic. First League","Other","12.09.2026","https://livetv.sx/en/eventinfo/399512949_bohemians_slovacko/","8yv2ke","/bohemians-vs-slovacko-nbsp"
"20:00","Suedtirol vs Modena &nbsp;","Football. Italy. Serie B","Other","12.09.2026","https://livetv.sx/it/eventinfo/399510885_suedtirol_modena/","xnw9it","/suedtirol-vs-modena-nbsp"
"20:00","Padova vs Ascoli &nbsp;","Football. Italy. Serie B","Other","12.09.2026","https://livetv.sx/it/eventinfo/399510886_padova_ascoli/","zhohgv","/padova-vs-ascoli-nbsp"
"20:00","Vicenza Virtus vs Juve Stabia &nbsp;","Football. Italy. Serie B","Other","12.09.2026","https://livetv.sx/it/eventinfo/399510887_vicenza_virtus_juve_stabia/","0bhoex","/vicenza-virtus-vs-juve-stabia-nbsp"
"20:00","Polokwane City vs Kaizer Chiefs &nbsp;","Football. South Africa. PSL","Other","12.09.2026","https://livetv.sx/en/eventinfo/399513142_polokwane_city_kaizer_chiefs/","xaek7m","/polokwane-city-vs-kaizer-chiefs-nbsp"
"20:00","AmaZulu vs Marumo Gallants &nbsp;","Football. South Africa. PSL","Other","12.09.2026","https://livetv.sx/en/eventinfo/399513143_amazulu_marumo_gallants/","y46s5o","/amazulu-vs-marumo-gallants-nbsp"
"20:00","AIK vs Vasteras &nbsp;","Football. Sweden. Allsvenskan","Other","12.09.2026","https://livetv.sx/en/eventinfo/399513026_aik_vasteras/","bb4mfa","/aik-vs-vasteras-nbsp"
"20:00","Arsenal Dzerzhinsk vs Baranavichy &nbsp;","Football. Belarus. Vysheyshaya Liga","Other","12.09.2026","https://livetv.sx/en/eventinfo/399510225_arsenal_dzerzhinsk_baranavichy/","mxucz1","/arsenal-dzerzhinsk-vs-baranavichy-nbsp"
"20:00","Felgueiras vs Penafiel &nbsp;","Football. Portugal. Segunda Liga","Other","12.09.2026","https://livetv.sx/pt/eventinfo/399621781_felgueiras_penafiel/","fovnru","/felgueiras-vs-penafiel-nbsp"
"20:00","Esbjerg vs HB Koege &nbsp;","Football. Denmark. 1 Division","Other","12.09.2026","https://livetv.sx/en/eventinfo/399510616_esbjerg_hb_koege/","7swfys","/esbjerg-vs-hb-koege-nbsp"
"20:00","Poland vs Israel &nbsp;","Volleyball. European Championship","Other","12.09.2026","https://livetv.sx/en/eventinfo/399512876_poland_israel/","bxsdhs","/poland-vs-israel-nbsp"
"20:00","Elimai vs Zhetysu &nbsp;","Football. Kazakhstan. Premier League","Other","12.09.2026","https://livetv.sx/en/eventinfo/399510983_elimai_zhetysu/","ukuc80","/elimai-vs-zhetysu-nbsp"
"20:00","Belgian International &nbsp;","Badminton. International Challenge","Other","12.09.2026","https://livetv.sx/en/eventinfo/422179142_belgian_international/","m3749z","/belgian-international-nbsp"
"20:00","Lokomotiv vs 1945 Academy vs Reshetilovka 3 &nbsp;","Volleyball. Ukraine. Cup","Other","12.09.2026","https://livetv.sx/en/eventinfo/419411649_lokomotiv_1945_academy_reshetilovka_3/","61cbde","/lokomotiv-vs-1945-academy-vs-reshetilovka-3-nbsp"
"20:00","Slonim vs Molodechno &nbsp;","Football. Belarus. First League","Other","12.09.2026","https://livetv.sx/en/eventinfo/422521705_slonim_molodechno/","tt0o7y","/slonim-vs-molodechno-nbsp"
"20:00","Tour of Switzerland &nbsp;","Basketball. 3x3","Other","12.09.2026","https://livetv.sx/en/eventinfo/422514027_tour_of_switzerland/","opxpw4","/tour-of-switzerland-nbsp"
"20:00","Malmoe (W) vs Eskilstuna Utd (W) &nbsp;","Football. Sweden. Women. Damallsvenskan","Other","12.09.2026","https://livetv.sx/en/eventinfo/423121833__malmoe_w__eskilstuna_utd_w/","8l84tl","/malmoe-w-vs-eskilstuna-utd-w-nbsp"
"20:00","Rosengard (W) vs Uppsala (W) &nbsp;","Football. Sweden. Women. Damallsvenskan","Other","12.09.2026","https://livetv.sx/en/eventinfo/423121834__rosengard_w__uppsala_w/","9f0brn","/rosengard-w-vs-uppsala-w-nbsp"
"20:00","Italy U20 (W) vs Japan U20 (W) &nbsp;","Football. Women. World Cup U-20","Other","12.09.2026","https://livetv.sx/en/eventinfo/409894241_italy_u20_w_japan_u20_w/","zzhy8w","/italy-u20-w-vs-japan-u20-w-nbsp"
"20:00","New Zealand U20 (W) vs USA U20 (W) &nbsp;","Football. Women. World Cup U-20","Other","12.09.2026","https://livetv.sx/en/eventinfo/409894242_new_zealand_u20_w_usa_u20_w/","0t966z","/new-zealand-u20-w-vs-usa-u20-w-nbsp"
